
央视频道,#genre#
CCTV4中文国际,http://148.135.93.213:81/live.php?id=CCTV4$LR•IPV4•5『线路5』
CCTV5体育,http://171.38.148.188:9003/hls/141/index.m3u8$LR•IPV4•4『线路1』
CCTV5体育,http://218.13.14.6:60050/tsfile/live/1005_1.m3u8$LR•IPV4•4『线路2』
CCTV5体育,http://39.135.133.134/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV4•4『线路3』
CCTV5体育,http://148.135.93.213:81/live.php?id=CCTV5$LR•IPV4•4『线路4』
CCTV5+体育赛事,http://219.147.245.238:25480/newlive/live/hls/6/live.m3u8$LR•IPV4•4『线路1』
CCTV5+体育赛事,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8$LR•IPV4•4『线路2』
CCTV5+体育赛事,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$LR•IPV4•4『线路3』
CCTV5+体育赛事,http://148.135.93.213:81/live.php?id=CCTV5p$LR•IPV4•4『线路4』
CCTV6电影,http://171.38.148.188:9003/hls/6/index.m3u8$LR•IPV4•4『线路1』
CCTV6电影,http://218.13.14.6:60050/tsfile/live/1006_1.m3u8$LR•IPV4•4『线路2』
CCTV6电影,http://39.135.135.50/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•4『线路3』
CCTV6电影,http://148.135.93.213:81/live.php?id=CCTV6$LR•IPV4•4『线路4』
CCTV7国防军事,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8$LR•IPV4•4『线路1』
CCTV7国防军事,http://218.13.14.6:60050/tsfile/live/1007_1.m3u8$LR•IPV4•4『线路2』
CCTV7国防军事,http://39.135.135.87/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV4•4『线路3』
CCTV7国防军事,http://148.135.93.213:81/live.php?id=CCTV7$LR•IPV4•4『线路4』
CCTV8电视剧,http://113.57.140.161:10081/newlive/live/hls/9/live.m3u8$LR•IPV4•5『线路1』
CCTV8电视剧,http://218.13.14.6:60050/tsfile/live/1008_1.m3u8$LR•IPV4•5『线路2』
CCTV8电视剧,http://183.196.25.171:808/hls/77/index.m3u8$LR•IPV4•5『线路3』
CCTV8电视剧,http://39.135.135.89/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$LR•IPV4•5『线路4』
CCTV8电视剧,http://148.135.93.213:81/live.php?id=CCTV8$LR•IPV4•5『线路5』
CCTV9纪录,http://171.38.148.188:9003/hls/9/index.m3u8$LR•IPV4•5『线路1』
CCTV9纪录,http://218.13.14.6:60050/tsfile/live/1009_1.m3u8$LR•IPV4•5『线路2』
CCTV9纪录,https://v4-702cae17a28d6e4f0c0002bba021d934.livehwc4.com/play.kankanlive.com/live/1698423397390920.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=1cc149310ba279be3d4df825340702b2$LR•IPV4•5『线路3』
CCTV9纪录,http://39.135.135.38/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$LR•IPV4•5『线路4』
CCTV9纪录,http://148.135.93.213:81/live.php?id=CCTV9$LR•IPV4•5『线路5』
CCTV10科教,http://219.147.245.238:25480/newlive/live/hls/11/live.m3u8$LR•IPV4•5『线路1』
CCTV10科教,http://218.13.14.6:60050/tsfile/live/1010_1.m3u8$LR•IPV4•5『线路2』
CCTV10科教,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800&token=22451380243e4ea086bb5e86467964b5$LR•IPV4•5『线路3』
CCTV10科教,http://39.135.135.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV4•5『线路4』
CCTV10科教,http://148.135.93.213:81/live.php?id=CCTV10$LR•IPV4•5『线路5』
CCTV11戏曲,http://112.30.73.119:229/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•5『线路1』
CCTV11戏曲,http://218.13.14.6:60050/tsfile/live/1011_1.m3u8$LR•IPV4•5『线路2』
CCTV11戏曲,http://183.196.25.171:808/hls/11/index.m3u8$LR•IPV4•5『线路3』
CCTV11戏曲,http://39.135.135.82/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV4•5『线路4』
CCTV11戏曲,http://148.135.93.213:81/live.php?id=CCTV11$LR•IPV4•5『线路5』
CCTV12社会与法,http://222.223.41.27:8888/hls/12/index.m3u8$LR•IPV4•4『线路1』
CCTV12社会与法,http://218.13.14.6:60050/tsfile/live/1012_1.m3u8$LR•IPV4•4『线路2』
CCTV12社会与法,http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV4•4『线路3』
CCTV12社会与法,http://148.135.93.213:81/live.php?id=CCTV12$LR•IPV4•4『线路4』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•4『线路1』
CCTV13新闻,http://218.13.14.6:60050/tsfile/live/1013_1.m3u8$LR•IPV4•4『线路2』
CCTV13新闻,http://39.135.135.59/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$LR•IPV4•4『线路3』
CCTV13新闻,http://148.135.93.213:81/live.php?id=CCTV13$LR•IPV4•4『线路4』
CCTV14少儿,http://219.147.245.238:25480/newlive/live/hls/15/live.m3u8$LR•IPV4•4『线路1』
CCTV14少儿,http://218.13.14.6:60050/tsfile/live/1014_1.m3u8$LR•IPV4•4『线路2』
CCTV14少儿,http://39.135.133.173/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$LR•IPV4•4『线路3』
CCTV14少儿,http://148.135.93.213:81/live.php?id=CCTV14$LR•IPV4•4『线路4』
CCTV15音乐,http://171.38.148.188:9003/hls/15/index.m3u8$LR•IPV4•4『线路1』
CCTV15音乐,http://218.13.14.6:60050/tsfile/live/1015_1.m3u8$LR•IPV4•4『线路2』
CCTV15音乐,http://39.134.65.87/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV4•4『线路3』
CCTV15音乐,http://148.135.93.213:81/live.php?id=CCTV15$LR•IPV4•4『线路4』
CCTV16奥林匹克,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8$LR•IPV4•4『线路1』
CCTV16奥林匹克,http://www.lizhinas.top:1009/rtp/239.252.220.237:5140$LR•IPV4•4『线路2』
CCTV16奥林匹克,http://39.135.133.139/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV4•4『线路3』
CCTV16奥林匹克,http://148.135.93.213:81/live.php?id=CCTV16$LR•IPV4•4『线路4』
CCTV17农业农村,http://171.38.148.188:9003/hls/17/index.m3u8$LR•IPV4•5『线路1』
CCTV17农业农村,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc$LR•IPV4•5『线路2』
CCTV17农业农村,http://183.196.25.171:808/hls/93/index.m3u8$LR•IPV4•5『线路3』
CCTV17农业农村,http://39.135.135.88/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV4•5『线路4』
CCTV17农业农村,http://148.135.93.213:81/live.php?id=CCTV17$LR•IPV4•5『线路5』
CGTN英语,https://0472.org/hls/cgtn.m3u8$LR•IPV4•4『线路1』
CGTN英语,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8$LR•IPV4•4『线路2』
CGTN英语,https://live.mxdyeah.top/live.php?id=cgtnSD$LR•IPV4•4『线路3』
CGTN英语,https://0472.org/hls/cgtn.m3u8$LR•IPV4•4『线路4』
CGTN纪录,https://0472.org/hls/cgtnd.m3u8$LR•IPV4
CGTN俄语,https://0472.org/hls/cgtne.m3u8$LR•IPV4•3『线路1』
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8$LR•IPV4•3『线路2』
CGTN俄语,https://0472.org/hls/cgtne.m3u8$LR•IPV4•3『线路3』
CGTN法语,https://0472.org/hls/cgtnf.m3u8$LR•IPV4•3『线路1』
CGTN法语,https://0472.org/hls/cgtnf.m3u8$LR•IPV4•3『线路2』
CGTN法语,https://0472.org/hls/cgtnf.m3u8$LR•IPV4•3『线路3』
CGTN西语,https://0472.org/hls/cgtnx.m3u8$LR•IPV4•3『线路1』
CGTN西语,https://0472.org/hls/cgtnx.m3u8$LR•IPV4•3『线路2』
CGTN西语,https://0472.org/hls/cgtnx.m3u8$LR•IPV4•3『线路3』
CGTN阿语,https://0472.org/hls/cgtna.m3u8$LR•IPV4•3『线路1』
CGTN阿语,https://0472.org/hls/cgtna.m3u8$LR•IPV4•3『线路2』
CGTN阿语,https://0472.org/hls/cgtna.m3u8$LR•IPV4•3『线路3』

卫视频道,#genre#
湖南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EIGb_ib7rnBX9_sANRKq9sg%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003873458%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007253514_0%2CEND&GuardEncType=2$LR•IPV6•16『线路1』
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR•IPV4•16『线路2』
湖南卫视,https://live.mxdyeah.top/live.php?id=hunanHD$LR•IPV4•16『线路3』
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$LR•IPV4•16『线路4』
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$LR•IPV4•16『线路5』
湖南卫视,http://k.061899.xyz/m.php?id=hunws$LR•IPV4•16『线路6』
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws$LR•IPV4•16『线路7』
湖南卫视,http://sh.lnott.top:880/dx31.m3u8$LR•IPV4•16『线路8』
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8$LR•IPV4•16『线路9』
湖南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226307$LR•IPV4•16『线路10』
湖南卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8$LR•IPV4•16『线路11』
湖南卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8$LR•IPV4•16『线路12』
湖南卫视,http://home.wwang.pw:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$LR•IPV4•16『线路13』
湖南卫视,http://120.196.232.43:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8$LR•IPV4•16『线路14』
湖南卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$LR•IPV4•16『线路15』
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视$LR•IPV4•16『线路16』
浙江卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226899/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETYfTgTra_pUx2cPrgZ_BDw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•20『线路1』
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$LR•IPV4•20『线路2』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•20『线路3』
浙江卫视,https://live.mxdyeah.top/live.php?id=zhejiangHD$LR•IPV4•20『线路4』
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$LR•IPV4•20『线路5』
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$LR•IPV4•20『线路6』
浙江卫视,http://k.061899.xyz/m.php?id=zjws$LR•IPV4•20『线路7』
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws$LR•IPV4•20『线路8』
浙江卫视,http://sh.lnott.top:880/dx32.m3u8$LR•IPV4•20『线路9』
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$LR•IPV4•20『线路10』
浙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226339$LR•IPV4•20『线路11』
浙江卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8$LR•IPV4•20『线路12』
浙江卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8$LR•IPV4•20『线路13』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•20『线路14』
浙江卫视,http://home.wwang.pw:35455/itv/1000000005000265031.m3u8?cdn=ystenlive$LR•IPV4•20『线路15』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•20『线路16』
浙江卫视,http://zwebl02.cztv.com/live/channel01720Pnew.m3u8?auth_key=1786567873-aa905a71371157db4e44440c8c386bc1-0-a314f6f45534fd079dcca7203b3e2bd1$LR•IPV4•20『线路17』
浙江卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$LR•IPV4•20『线路18』
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视$LR•IPV4•20『线路19』
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4•20『线路20』
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•15『线路1』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4•15『线路2』
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$LR•IPV4•15『线路3』
东方卫视,https://live.mxdyeah.top/live.php?id=shanghaiHD$LR•IPV4•15『线路4』
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$LR•IPV4•15『线路5』
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$LR•IPV4•15『线路6』
东方卫视,http://k.061899.xyz/m.php?id=dfws$LR•IPV4•15『线路7』
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws$LR•IPV4•15『线路8』
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$LR•IPV4•15『线路9』
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8$LR•IPV4•15『线路10』
东方卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226345$LR•IPV4•15『线路11』
东方卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路12』
东方卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路13』
东方卫视,http://home.wwang.pw:35455/itv/1000000005000265018.m3u8?cdn=ystenlive$LR•IPV4•15『线路14』
东方卫视,http://148.135.93.213:81/live.php?id=东方卫视$LR•IPV4•15『线路15』
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•15『线路1』
北京卫视,http://123.175.209.118:9003/hls/20/index.m3u8$LR•IPV4•15『线路2』
北京卫视,https://live.mxdyeah.top/live.php?id=beijingHD$LR•IPV4•15『线路3』
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$LR•IPV4•15『线路4』
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$LR•IPV4•15『线路5』
北京卫视,http://k.061899.xyz/m.php?id=bjws$LR•IPV4•15『线路6』
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws$LR•IPV4•15『线路7』
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8$LR•IPV4•15『线路8』
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$LR•IPV4•15『线路9』
北京卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226450$LR•IPV4•15『线路10』
北京卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路11』
北京卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路12』
北京卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ElMQ3ov45VmhzipweN5VstQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPg_yZ8DZHTaSU92MIl_o3b%2CEND$LR•IPV6•15『线路13』
北京卫视,http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$LR•IPV4•15『线路14』
北京卫视,http://148.135.93.213:81/live.php?id=北京卫视$LR•IPV4•15『线路15』
江苏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226897/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0BmO6uHF7WFoTed__Xr3NQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•15『线路1』
江苏卫视,http://113.57.140.161:10081/newlive/live/hls/31/live.m3u8$LR•IPV4•15『线路2』
江苏卫视,https://live.mxdyeah.top/live.php?id=jiangsuHD$LR•IPV4•15『线路3』
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$LR•IPV4•15『线路4』
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$LR•IPV4•15『线路5』
江苏卫视,http://k.061899.xyz/m.php?id=jsws$LR•IPV4•15『线路6』
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws$LR•IPV4•15『线路7』
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8$LR•IPV4•15『线路8』
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$LR•IPV4•15『线路9』
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310$LR•IPV4•15『线路10』
江苏卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路11』
江苏卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8$LR•IPV4•15『线路12』
江苏卫视,http://home.wwang.pw:35455/itv/1000000005000265030.m3u8?cdn=ystenlive$LR•IPV4•15『线路13』
江苏卫视,http://39.135.133.181/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$LR•IPV4•15『线路14』
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视$LR•IPV4•15『线路15』
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•16『线路1』
安徽卫视,http://219.147.245.238:25480/newlive/live/hls/40/live.m3u8$LR•IPV4•16『线路2』
安徽卫视,https://live.mxdyeah.top/live.php?id=anhuiSD$LR•IPV4•16『线路3』
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$LR•IPV4•16『线路4』
安徽卫视,http://k.061899.xyz/m.php?id=ahws$LR•IPV4•16『线路5』
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws$LR•IPV4•16『线路6』
安徽卫视,http://sh.lnott.top:880/dx34.m3u8$LR•IPV4•16『线路7』
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8$LR•IPV4•16『线路8』
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$LR•IPV4•16『线路9』
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391$LR•IPV4•16『线路10』
安徽卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8$LR•IPV4•16『线路11』
安徽卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8$LR•IPV4•16『线路12』
安徽卫视,http://159.75.166.157/php/ah.php?id=ahws$LR•IPV4•16『线路13』
安徽卫视,http://home.wwang.pw:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4•16『线路14』
安徽卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$LR•IPV4•16『线路15』
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视$LR•IPV4•16『线路16』
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•18『线路1』
重庆卫视,http://171.38.148.188:9003/hls/58/index.m3u8$LR•IPV4•18『线路2』
重庆卫视,https://live.mxdyeah.top/live.php?id=chongqingHD$LR•IPV4•18『线路3』
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$LR•IPV4•18『线路4』
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8$LR•IPV4•18『线路5』
重庆卫视,http://k.061899.xyz/m.php?id=cqws$LR•IPV4•18『线路6』
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws$LR•IPV4•18『线路7』
重庆卫视,http://sh.lnott.top:880/dx46.m3u8$LR•IPV4•18『线路8』
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$LR•IPV4•18『线路9』
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8$LR•IPV4•18『线路10』
重庆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226409$LR•IPV4•18『线路11』
重庆卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8$LR•IPV4•18『线路12』
